LocalId;GlobalId;Age;Gender;Region;CityCode;TotalSpent;TotalPur;FirstPur;LastPur;NovelPur;ChildPur;YouthPur;CookPur;DiyPur;RefPur;ArtPur;GeogPur;ProvCook;ProvAtlas;ProvArt;RelPur;ProvPur
3235;26636;31;0;SE;A;169;3;03/01/2013;16;2;1;0;0;0;0;0;0;0;0;0;0;No
3236;26648;25;1;SW;M;308;1;21/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
3237;26664;22;1;SW;M;71;2;25/11/2013;2;0;0;0;0;0;0;0;0;0;0;0;0;No
3238;26672;62;0;NE;Q;265;4;23/01/2013;10;2;0;0;0;0;1;1;0;0;0;0;1;No
3239;26674;31;0;NE;S;235;2;18/11/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3240;26677;30;1;NE;S;229;1;12/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
3241;26678;63;0;SW;NA;252;11;07/11/2010;10;3;0;0;2;1;1;0;0;0;0;0;0;No
3242;26685;59;1;NW;L;124;7;28/09/2012;16;5;0;0;2;0;0;0;0;0;0;0;0;No
3243;26690;30;0;NE;K;158;5;11/05/2012;6;2;1;0;0;0;0;0;0;0;0;0;0;No
3244;26696;66;1;SW;G;312;16;10/09/2006;24;4;2;0;1;2;3;0;1;0;1;0;2;No
3245;26701;12;0;NE;Q;125;4;22/09/2012;14;2;0;0;1;1;0;0;0;0;0;0;0;No
3246;26717;36;0;SW;O;126;7;02/11/2010;12;1;0;0;1;2;1;0;0;0;0;0;0;Yes
3247;26722;69;0;SE;R;288;10;09/11/2011;2;4;0;0;2;0;0;0;0;0;0;0;0;No
3248;26734;20;0;SE;C;287;4;13/09/2013;2;2;0;0;0;0;0;0;0;0;0;0;0;No
3249;26749;27;1;NE;D;160;5;09/07/2012;14;3;1;0;0;1;0;0;1;0;0;0;1;No
3250;26751;62;1;SW;P;138;2;17/01/2013;16;1;0;1;0;0;0;0;0;0;0;0;0;No
3251;26762;81;0;SW;M;68;3;05/09/2012;14;1;0;0;0;1;1;0;0;0;0;0;0;No
3252;26775;NA;0;SW;O;134;2;20/05/2013;10;0;0;0;0;0;0;0;0;0;0;0;0;No
3253;26777;41;1;SW;M;178;4;09/09/2011;28;2;1;0;1;0;0;0;0;1;0;1;2;No
3254;26782;56;1;NE;F;257;14;07/11/2011;4;3;0;2;2;0;1;0;0;0;0;0;0;No
3255;26787;48;0;SW;P;102;11;13/05/2011;12;5;1;1;3;0;0;0;0;0;0;0;0;No
3256;26789;55;1;SE;C;46;5;23/01/2012;28;4;0;0;1;0;0;1;0;1;0;0;2;No
3257;26807;23;0;SW;O;260;6;25/09/2012;16;4;2;0;0;0;0;1;0;0;0;0;1;No
3258;26834;60;0;NE;I;353;17;28/01/2010;16;6;2;0;2;3;1;0;1;1;0;0;2;No
3259;26840;56;0;NW;L;279;2;25/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
3260;26842;50;0;NE;D;320;15;05/09/2009;16;4;5;0;2;0;1;0;0;1;0;1;2;No
3261;26847;70;1;SW;H;148;4;02/03/2014;2;3;0;0;0;0;0;1;0;0;0;0;1;No
3262;26855;50;1;SW;O;201;14;17/01/2008;22;4;1;1;1;2;0;1;0;0;0;0;1;No
3263;26860;20;0;NE;D;102;3;28/05/2011;36;2;0;0;0;0;0;0;0;0;0;0;0;No
3264;26861;84;0;SW;G;52;5;20/11/2013;4;3;0;0;0;0;0;0;0;0;0;0;0;No
3265;26897;69;0;NE;D;139;3;06/11/2012;10;1;1;0;0;0;0;0;0;0;0;0;0;No
3266;26905;31;0;NE;Q;270;15;01/09/2008;4;4;1;0;2;1;0;0;0;0;0;0;0;No
3267;26906;37;0;SW;O;364;14;23/05/2007;30;4;2;4;3;1;0;0;0;0;0;0;0;No
3268;26910;61;0;NE;E;139;5;09/11/2010;32;2;1;0;1;0;1;0;0;0;0;0;0;No
3269;26942;33;0;SW;P;89;7;20/01/2013;4;2;0;1;0;0;0;0;0;0;0;0;0;No
3270;26944;NA;0;SE;B;256;2;18/09/2012;14;0;0;0;0;0;0;0;0;0;0;0;0;No
3271;26975;19;0;SW;H;408;11;02/01/2011;6;3;1;1;1;0;0;0;1;0;0;0;1;No
3272;26980;60;0;SE;C;190;4;03/01/2013;8;2;1;0;0;0;0;0;0;0;0;0;0;No
3273;26982;29;0;SE;R;260;5;12/09/2011;26;3;0;0;1;0;0;0;0;0;0;0;0;No
3274;26990;42;1;SW;H;77;3;06/05/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3275;27004;58;1;SW;N;78;3;12/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
3276;27009;29;1;NE;I;154;5;17/01/2011;34;3;2;0;0;0;0;0;3;1;0;0;4;No
3277;27010;42;0;NE;I;141;8;10/05/2012;16;5;1;0;2;0;0;0;0;0;0;0;0;No
3278;27018;41;0;SW;M;277;3;25/05/2013;12;2;0;0;0;0;0;0;0;0;0;0;0;No
3279;27021;42;1;SW;O;293;6;22/01/2013;12;4;1;0;0;0;0;1;1;0;0;0;2;No
3280;27043;NA;0;NE;Q;191;4;24/01/2014;4;3;0;0;0;0;0;0;1;0;0;0;1;No
3281;27059;49;1;NE;S;121;8;17/05/2010;36;4;1;0;0;2;0;1;0;0;0;0;1;No
3282;27065;52;0;NE;J;193;5;08/09/2012;16;3;1;0;1;0;0;0;0;0;0;0;0;No
3283;27081;23;1;NW;L;75;8;05/01/2009;36;3;1;0;2;0;0;0;1;0;0;0;1;No
3284;27086;23;1;SE;C;309;3;28/05/2011;36;2;0;0;0;1;0;0;1;0;0;0;1;No
3285;27101;40;1;SW;P;180;14;02/11/2010;22;5;4;1;1;0;2;0;0;0;0;0;0;No
3286;27106;60;0;SW;G;106;7;16/03/2013;12;5;1;0;0;0;0;0;0;0;0;0;0;No
3287;27112;36;0;SW;M;286;6;11/03/2013;10;4;1;0;0;0;0;0;2;0;0;0;2;No
3288;27115;43;0;NE;K;125;3;23/01/2014;4;2;0;0;0;0;0;1;0;0;0;0;1;No
3289;27129;21;0;NW;NA;371;14;14/07/2011;10;4;1;2;1;1;1;0;0;0;0;0;0;No
3290;27135;37;0;NW;L;54;4;25/07/2013;4;2;0;0;0;0;0;0;0;0;0;0;0;No
3291;27150;28;1;NE;J;36;2;02/01/2013;16;1;1;0;0;0;0;0;0;0;0;0;0;No
3292;27154;50;0;NE;I;146;9;23/05/2011;16;2;2;0;1;2;1;0;0;0;0;0;0;No
3293;27158;20;0;NE;S;162;12;25/05/2011;2;4;1;1;2;0;0;0;1;0;0;0;1;No
3294;27161;33;0;NE;K;109;4;11/01/2012;28;3;0;0;1;0;0;0;0;1;0;0;1;No
3295;27174;64;1;SW;H;147;3;19/01/2014;4;2;0;0;0;0;0;0;1;0;0;0;1;No
3296;27190;30;0;NE;I;167;5;08/05/2012;14;2;0;1;1;0;0;0;0;0;0;0;0;No
3297;27207;58;0;NE;F;109;1;07/03/2013;14;0;0;0;0;0;0;0;0;0;0;0;0;No
3298;27213;50;0;NE;K;128;2;23/05/2013;12;1;0;0;0;0;0;1;0;0;0;0;1;Yes
3299;27225;60;0;NE;E;170;14;24/03/2010;14;4;2;0;2;2;1;0;0;0;0;0;0;No
3300;27254;50;1;NE;J;235;3;08/01/2013;16;2;0;0;0;1;0;0;1;0;0;0;1;Yes
3301;27257;50;0;SE;C;450;17;04/09/2011;2;5;3;1;1;0;1;0;1;0;1;0;2;No
3302;27261;61;1;SE;R;90;7;04/09/2011;14;3;0;0;2;1;0;0;0;0;0;0;0;No
3303;27263;NA;1;SW;M;132;5;27/07/2013;10;4;0;0;0;0;0;0;1;0;0;0;1;No
3304;27269;21;0;SW;M;257;4;28/11/2011;30;3;1;0;0;0;0;0;0;0;0;0;0;No
3305;27271;61;1;NW;L;216;4;01/07/2012;16;2;1;0;0;0;1;0;0;0;0;0;0;No
3306;27273;52;0;NE;Q;170;4;21/01/2011;34;2;0;0;0;1;0;0;0;0;0;0;0;Yes
3307;27274;41;1;SE;A;240;3;15/11/2013;4;1;0;0;0;0;0;1;0;0;0;0;1;No
3308;27278;51;0;NE;K;280;15;22/05/2007;34;5;0;0;2;1;3;1;1;0;0;0;2;No
3309;27284;56;0;SE;A;138;2;02/01/2013;16;1;0;0;0;1;0;1;0;0;0;0;1;No
3310;27289;18;0;SW;M;348;14;22/05/2009;14;4;1;0;4;3;0;2;0;0;0;1;3;No
3311;27298;19;0;NE;F;288;14;14/05/2010;10;3;3;1;1;1;1;2;0;0;0;0;2;Yes
3312;27302;53;1;SW;G;288;4;05/07/2011;28;2;0;0;0;1;0;0;0;1;0;0;1;No
3313;27307;33;0;SE;B;387;10;18/03/2012;8;3;0;2;3;0;0;0;2;0;0;0;2;No
3314;27310;26;0;SW;O;357;17;16/05/2008;8;5;2;0;3;1;0;0;1;1;1;1;4;No
3315;27311;48;0;NE;E;118;2;24/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
3316;27316;46;0;NE;S;258;2;26/03/2013;14;1;0;0;1;0;0;0;2;0;0;0;2;No
3317;27338;31;1;NE;K;156;3;24/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
3318;27341;53;1;NE;J;225;5;15/01/2013;16;4;0;0;1;0;0;3;0;0;0;0;3;No
3319;27359;15;1;SE;R;57;2;15/11/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3320;27377;55;1;NE;E;281;3;10/03/2013;6;1;1;0;0;0;0;0;0;0;0;0;0;No
3321;27385;58;1;SE;R;149;3;08/03/2013;14;2;0;0;0;0;1;0;1;0;0;0;1;No
3322;27386;62;1;SE;R;238;14;19/07/2007;30;4;1;1;4;1;0;0;0;0;0;0;0;No
3323;27388;40;0;SE;B;58;2;01/05/2013;12;1;0;0;0;0;0;0;0;2;0;0;2;No
3324;27401;22;0;SW;N;61;4;12/03/2013;10;2;0;0;0;0;1;0;1;0;0;0;1;No
3325;27405;32;0;NE;K;132;4;16/01/2013;10;2;0;1;0;0;0;0;1;0;0;0;1;No
3326;27406;54;0;SW;N;355;8;18/09/2011;16;3;0;1;2;1;1;0;1;0;0;0;1;No
3327;27408;55;0;NE;I;109;4;07/11/2012;16;2;0;0;1;0;1;0;0;0;0;0;0;No
3328;27409;66;0;SW;O;66;2;12/09/2012;20;1;0;0;0;0;0;0;0;0;0;0;0;No
3329;27424;56;0;SW;G;282;2;18/03/2012;26;1;0;0;0;1;0;0;1;0;0;0;1;No
3330;27429;28;1;NE;S;259;1;18/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
3331;27450;74;0;SW;N;293;15;08/09/2011;6;3;1;1;1;0;2;0;1;0;0;0;1;No
3332;27452;24;0;SE;NA;241;4;21/09/2012;14;2;0;0;1;0;1;0;0;0;0;0;0;No
3333;27477;60;1;SW;M;442;15;08/05/2009;14;5;6;0;1;2;0;0;1;0;0;1;2;No
3334;27491;66;1;NE;Q;235;3;11/07/2013;4;1;0;0;0;0;0;0;1;0;0;0;1;Yes
3335;27500;55;0;SW;H;300;3;11/03/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
3336;27511;34;0;NE;D;277;16;11/05/2008;14;6;2;0;5;1;1;0;0;0;0;1;1;No
3337;27518;26;1;SE;R;290;9;23/05/2010;18;3;2;1;2;0;0;0;0;0;0;0;0;No
3338;27520;38;1;SE;R;217;3;14/01/2013;14;1;1;0;1;0;0;1;0;0;0;0;1;No
3339;27530;14;0;SW;O;230;10;22/07/2011;10;4;0;1;2;0;0;0;1;0;0;0;1;No
3340;27546;50;0;SW;G;86;5;11/07/2012;16;3;1;0;0;0;0;0;0;0;0;0;0;No
3341;27555;61;1;SW;H;395;15;28/09/2009;34;5;4;0;1;0;1;0;0;0;0;0;0;No
3342;27574;NA;0;SW;G;167;3;22/07/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3343;27588;26;0;NE;J;80;5;03/01/2013;10;3;0;0;0;1;0;0;0;0;0;0;0;No
3344;27593;61;0;NE;Q;299;9;24/01/2012;12;2;0;0;1;2;1;0;0;0;0;0;0;No
3345;27603;74;0;SW;M;227;4;19/11/2012;14;2;0;0;0;1;0;0;0;0;0;0;0;No
3346;27608;21;1;NE;K;46;3;17/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;No
3347;27616;57;0;NW;L;371;10;18/05/2010;16;4;3;0;2;0;0;0;1;0;0;0;1;No
3348;27621;15;1;NE;NA;285;11;18/11/2012;4;4;1;0;0;1;1;0;0;0;0;0;0;No
3349;27631;47;1;NE;J;87;2;02/07/2013;10;1;0;0;0;0;0;0;0;0;0;0;0;No
3350;27632;70;0;SW;P;110;5;15/03/2013;12;3;0;0;1;0;0;1;0;0;0;0;1;No
3351;27651;70;1;SW;H;71;4;20/01/2013;16;3;0;0;1;0;0;0;0;0;0;0;0;No
3352;27654;54;0;SE;A;64;6;24/07/2011;18;3;1;0;2;0;0;0;0;0;0;0;0;No
3353;27677;34;1;NE;I;87;4;26/11/2012;10;2;1;0;0;0;0;0;0;0;0;0;0;No
3354;27706;53;0;SE;B;254;5;03/11/2012;12;3;0;0;1;0;0;0;0;0;0;0;0;No
3355;27708;61;0;SW;H;283;7;02/09/2009;28;2;2;0;2;0;1;0;1;0;0;0;1;No
3356;27712;13;0;SW;N;141;2;03/01/2014;4;1;0;0;0;0;0;0;0;0;0;0;0;No
3357;27736;23;1;SW;N;235;3;11/05/2012;22;1;0;1;0;0;0;0;1;0;0;0;1;No
3358;27748;28;0;SE;C;180;1;11/11/2013;6;0;0;0;0;0;0;0;0;1;0;0;1;No
3359;27750;36;1;NE;J;199;3;17/11/2012;18;2;0;0;0;0;1;0;0;0;0;0;0;No
3360;27751;29;0;NE;E;309;1;20/11/2013;6;0;0;0;0;0;0;0;0;1;0;0;1;No
3361;27764;39;1;SE;A;97;4;22/07/2012;16;2;0;0;2;0;0;0;0;0;0;0;0;No
3362;27766;NA;0;SW;N;181;5;16/07/2013;10;4;0;0;0;0;0;0;0;0;0;0;0;Yes
3363;27768;64;0;SW;N;100;2;12/03/2013;14;1;0;0;0;0;0;0;0;0;0;0;0;Yes
3364;27776;55;0;NE;E;87;3;06/05/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3365;27790;41;1;NE;E;334;10;15/05/2012;8;3;3;0;1;1;0;0;0;0;0;0;0;No
3366;27814;34;0;NW;L;252;3;14/11/2013;4;1;0;0;0;0;0;0;0;0;0;0;0;No
3367;27822;56;0;NE;J;278;4;12/09/2013;8;3;0;0;0;0;0;0;1;0;0;0;1;No
3368;27831;52;0;NE;I;39;4;08/11/2012;10;2;0;0;0;1;0;0;0;0;0;0;0;No
3369;27832;46;1;NE;J;26;3;26/01/2014;4;2;0;0;0;0;0;1;0;0;0;0;1;No
3370;27853;50;0;SE;C;88;3;03/03/2013;14;2;0;0;1;0;0;0;0;1;0;0;1;No
3371;27857;21;0;NW;L;61;3;08/09/2013;6;1;0;0;0;0;0;0;1;0;0;0;1;No
3372;27865;42;0;NE;F;242;2;13/11/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3373;27867;14;0;NE;S;73;1;13/09/2012;20;0;0;0;0;0;0;0;0;0;0;0;0;No
3374;27871;20;1;NE;Q;101;7;20/07/2012;8;3;0;1;1;0;1;1;0;0;0;0;1;No
3375;27879;41;0;SW;H;342;8;06/07/2010;22;3;0;1;1;2;0;0;1;0;0;2;3;No
3376;27883;19;0;NE;D;324;4;21/07/2012;20;2;1;0;0;0;0;0;0;0;0;0;0;No
3377;27886;51;0;SW;G;267;12;05/01/2009;16;3;1;1;2;2;1;1;1;0;0;0;2;No
3378;27905;68;0;NE;Q;231;1;06/11/2013;6;0;0;0;0;0;0;0;0;0;0;0;0;No
3379;27924;58;1;SW;G;202;4;09/03/2012;10;0;0;1;0;0;0;0;0;0;0;0;0;No
3380;27941;33;0;NE;F;233;2;24/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
3381;27943;67;1;SW;H;174;12;20/05/2009;16;3;3;1;1;3;0;0;0;0;0;1;1;No
3382;27945;61;0;SW;P;126;2;28/01/2013;16;1;0;0;0;0;1;2;0;0;0;0;2;No
3383;27967;54;0;NE;S;309;4;28/09/2013;8;3;0;0;0;0;0;2;0;0;0;0;2;No
3384;27968;67;0;SE;R;54;4;06/07/2012;18;2;0;0;1;0;0;0;0;0;0;0;0;No
3385;27985;32;0;SE;B;178;5;14/05/2012;16;3;0;0;1;0;0;0;0;0;0;0;0;No
3386;28011;64;0;NE;J;239;15;25/07/2009;10;4;1;1;0;2;1;0;2;0;0;0;2;No
3387;28027;64;1;NE;S;117;5;22/11/2012;12;3;0;0;1;0;0;0;1;0;0;0;1;No
3388;28029;38;0;SE;B;314;5;17/01/2012;28;4;0;0;0;0;1;0;0;0;0;0;0;No
3389;28035;48;0;NW;L;334;13;09/11/2007;16;1;2;0;1;2;0;0;0;0;0;0;0;No
3390;28038;67;1;SW;G;151;4;20/07/2011;28;2;0;0;1;1;0;0;0;0;0;0;0;No
3391;28049;34;1;SW;N;171;14;20/01/2009;6;3;3;1;2;1;0;0;0;0;0;0;0;No
3392;28061;37;0;SW;G;309;3;24/05/2012;24;2;0;0;0;0;0;0;0;0;0;0;0;No
3393;28063;63;0;NE;S;103;2;11/05/2011;34;0;1;1;0;0;0;0;0;0;0;0;0;No
3394;28067;63;0;NE;F;155;5;22/05/2012;4;1;0;0;1;0;0;0;0;0;0;0;0;No
3395;28084;31;0;NE;E;167;3;24/07/2013;10;2;0;0;0;0;0;0;0;0;0;0;0;Yes
3396;28092;42;1;NE;D;304;12;13/01/2012;8;6;1;1;2;0;0;0;3;0;0;0;3;No
3397;28095;67;0;NE;E;246;18;18/07/2009;16;6;4;0;1;1;2;0;0;0;0;0;0;No
3398;28113;61;0;NE;J;190;1;12/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
3399;28118;69;0;SE;R;273;5;13/01/2013;14;3;2;0;0;0;0;0;0;0;0;0;0;No
3400;28133;57;0;SW;O;258;10;12/09/2009;18;2;2;1;2;1;2;0;2;0;0;0;2;No
3401;28136;63;1;NW;L;100;4;16/11/2012;14;2;0;0;1;0;0;0;0;0;0;0;0;No
3402;28139;48;0;NE;J;422;16;07/07/2010;12;5;2;1;3;0;1;0;2;0;0;0;2;No
3403;28155;37;1;NE;Q;126;2;07/01/2013;16;1;0;1;0;0;0;0;0;0;0;0;0;No
3404;28168;53;1;NE;S;201;3;05/01/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
3405;28172;52;0;SE;A;256;17;02/09/2006;34;6;1;2;5;1;0;0;0;0;0;0;0;No
3406;28180;23;0;NE;I;246;16;16/03/2010;16;8;4;0;2;2;0;0;0;0;0;0;0;No
3407;28189;NA;1;SW;H;133;3;21/09/2013;8;2;0;0;0;0;0;0;1;0;0;0;1;No
3408;28194;47;1;NW;L;66;4;09/11/2012;14;2;0;0;2;0;0;0;0;0;0;0;0;No
3409;28202;55;0;SW;O;415;14;11/05/2012;4;4;2;1;0;1;0;0;0;0;0;0;0;No
3410;28203;34;0;NE;Q;127;3;17/05/2013;8;1;0;0;0;0;0;1;0;0;0;0;1;No
3411;28209;18;0;NE;F;350;12;12/07/2010;12;3;1;3;1;1;0;0;0;0;1;0;1;No
3412;28213;14;1;SW;G;288;15;25/01/2009;16;4;1;2;3;3;0;1;0;0;0;0;1;No
3413;28221;26;1;SE;A;253;5;14/11/2013;6;4;0;0;0;0;0;1;2;0;0;0;3;Yes
3414;28230;32;1;SW;P;180;3;09/03/2013;14;2;0;0;1;0;0;0;0;0;0;0;0;Yes
3415;28233;21;0;SE;A;365;7;11/07/2012;8;1;2;1;1;0;0;0;1;0;0;0;1;No
3416;28241;52;0;SE;C;124;2;14/11/2013;6;1;0;0;0;0;0;0;0;0;0;0;0;No
3417;28254;63;0;NE;D;113;4;23/03/2013;8;2;0;0;1;0;0;0;0;0;0;0;0;No
3418;28258;64;1;NE;I;88;4;08/05/2012;22;2;0;0;0;0;1;0;0;0;0;0;0;No
3419;28273;60;1;SW;P;112;2;03/09/2011;24;0;0;0;0;0;0;0;1;0;0;0;1;No
3420;28311;62;1;NW;L;190;10;10/07/2010;24;4;2;1;2;0;1;0;0;0;0;0;0;No
3421;28332;48;0;SE;A;150;4;14/01/2011;36;2;0;1;1;0;0;0;0;0;0;0;0;No
3422;28336;22;1;SW;P;297;2;03/11/2013;2;0;0;0;0;0;0;0;0;0;0;0;0;No
3423;28343;67;0;SW;G;96;8;20/07/2012;10;4;0;0;2;0;0;0;1;0;0;0;1;No
3424;28358;41;0;SW;N;350;16;16/01/2009;10;5;1;1;3;1;2;0;0;0;0;0;0;No
3425;28362;65;0;NE;NA;314;13;12/11/2009;10;2;2;2;2;2;1;1;0;0;0;0;1;No
3426;28363;36;0;NW;L;380;10;25/07/2011;8;4;2;1;0;0;1;0;0;0;0;0;0;No
3427;28374;59;1;SE;R;268;11;24/03/2010;20;4;3;0;2;0;1;0;0;0;0;0;0;No
3428;28376;37;0;NW;NA;61;4;15/01/2013;12;2;0;1;0;0;0;0;0;0;0;0;0;No
3429;28399;60;1;NE;I;174;3;13/01/2013;12;1;0;1;0;0;0;1;0;0;0;0;1;No
3430;28400;79;0;NW;L;51;1;12/03/2013;14;0;1;0;0;0;0;1;0;0;0;0;1;No
3431;28401;58;0;NE;D;17;2;06/05/2013;12;1;0;0;0;0;0;0;0;0;0;0;0;No
3432;28404;46;0;NW;L;173;2;16/11/2012;18;1;0;0;0;0;1;0;0;1;0;0;1;No
3433;28417;67;0;NE;S;218;2;24/09/2012;12;0;0;0;1;0;0;0;0;1;0;0;1;No
3434;28446;67;0;NE;K;47;4;20/07/2011;34;3;1;0;0;0;0;0;0;1;0;0;1;No
3435;28470;NA;1;SW;G;310;6;09/05/2013;6;3;0;0;0;0;0;2;0;0;0;0;2;No
3436;28491;37;0;SW;G;409;13;24/11/2010;12;3;1;1;2;1;3;1;1;0;0;0;2;No
3437;28493;59;1;SE;C;306;6;08/05/2012;18;4;1;0;0;0;0;0;0;1;0;0;1;No
3438;28494;46;0;SE;B;91;2;09/09/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
3439;28505;58;1;SW;H;364;12;03/11/2009;16;4;2;0;3;3;0;0;0;0;0;0;0;No
3440;28522;58;0;NE;F;293;15;16/09/2010;12;3;2;1;2;2;0;0;1;0;0;0;1;No
3441;28530;68;0;SW;N;256;1;03/03/2014;2;0;0;0;0;0;0;0;0;0;0;0;0;No
3442;28535;33;0;NE;E;276;7;07/05/2013;6;4;0;0;0;0;0;0;1;1;0;0;2;No
3443;28548;34;1;NE;S;24;1;12/05/2013;12;0;0;0;0;0;0;0;0;0;0;0;0;No
3444;28549;27;0;NE;J;148;5;28/01/2013;16;4;1;0;0;0;0;0;0;0;0;1;1;No
3445;28556;36;0;NE;I;154;6;09/03/2013;8;4;0;1;0;0;0;0;3;0;0;0;3;No
3446;28558;52;1;NE;D;365;8;28/11/2010;14;2;0;0;2;1;0;0;1;0;0;0;1;No
3447;28566;60;1;SW;M;205;2;16/07/2013;8;0;0;0;0;0;0;0;1;0;0;0;1;No
3448;28571;65;0;NE;S;367;18;24/01/2012;2;6;0;1;1;1;1;0;3;0;0;0;3;No
3449;28573;36;0;SW;N;291;16;22/03/2007;22;4;2;1;3;2;0;0;0;0;0;0;0;No
3450;28575;63;0;SW;N;240;5;10/09/2011;26;3;1;0;0;0;0;0;0;0;0;0;0;No
3451;28600;33;1;SW;M;203;6;19/07/2012;4;2;1;0;0;1;0;0;0;0;0;0;0;No
3452;28630;59;0;NE;F;285;2;18/09/2013;8;1;0;0;0;0;0;1;0;0;0;0;1;No
3453;28637;27;0;SW;N;244;2;15/05/2013;12;1;0;0;0;0;0;0;0;0;0;0;0;No
3454;28648;50;0;SW;M;179;3;15/07/2013;8;1;0;0;0;0;0;0;0;0;0;0;0;No
3455;28663;34;0;NE;S;39;4;02/09/2011;32;3;1;0;0;0;0;0;0;0;0;0;0;Yes
3456;28672;58;0;SW;G;126;5;24/11/2011;30;4;0;0;0;1;0;3;0;0;0;0;3;No
3457;28696;62;0;NE;S;16;5;04/09/2013;8;4;0;0;0;0;0;3;0;0;0;0;3;No
3458;28720;61;0;SE;C;180;6;13/05/2012;16;4;0;0;1;0;0;3;0;0;0;0;3;Yes
3459;28723;20;0;NE;Q;215;2;13/07/2011;34;1;0;0;0;0;0;0;0;0;0;0;0;Yes
3460;28733;54;0;NE;D;285;3;11/09/2012;20;2;0;0;0;0;1;0;0;0;0;0;0;Yes
3461;28738;31;0;SW;O;248;2;06/05/2013;12;1;0;0;0;0;0;0;0;0;0;0;0;No
3462;28744;27;0;NE;Q;128;7;27/07/2012;16;5;2;0;0;0;0;0;0;1;0;0;1;No
3463;28752;46;0;SE;R;204;6;26/03/2013;6;4;0;1;0;0;0;0;1;0;0;0;1;No
3464;28755;27;1;SW;M;156;5;24/07/2012;16;3;0;0;1;0;0;1;1;1;0;0;3;No
3465;28756;57;1;SE;C;354;12;18/05/2009;10;2;1;1;2;0;2;1;2;1;0;1;5;No
3466;28761;26;0;SW;N;341;10;01/07/2011;14;2;2;0;2;1;0;0;0;0;0;0;0;No
3467;28771;53;0;SW;N;189;1;17/07/2011;34;0;0;1;0;0;0;0;0;0;0;0;0;No
3468;28791;19;1;SW;O;213;13;07/09/2009;10;4;1;0;0;3;0;0;1;1;0;0;2;No
3469;28792;73;0;SE;B;17;3;10/03/2013;14;2;0;0;0;0;0;0;0;0;0;0;0;No
3470;28797;25;0;SW;P;167;9;03/01/2011;10;1;1;0;2;1;1;0;0;1;0;0;1;No
3471;28805;63;0;NE;D;102;5;18/01/2012;20;3;0;0;1;0;0;0;0;0;0;0;0;No
3472;28806;64;0;SW;NA;231;6;17/11/2010;34;4;0;0;2;0;0;0;0;0;0;0;0;No
3473;28811;29;1;NE;F;472;17;05/07/2009;8;5;4;0;3;1;1;0;0;0;0;1;1;No
3474;28850;NA;1;SW;M;117;3;11/01/2012;28;2;0;1;0;0;0;0;1;0;0;0;1;No
3475;28856;53;0;NW;L;261;11;08/11/2010;14;3;2;3;2;0;0;0;0;0;0;0;0;No
3476;28866;36;0;NW;L;222;5;12/01/2011;32;3;1;0;1;0;0;0;1;0;0;0;1;No
3477;28871;26;1;NE;S;53;6;18/09/2011;22;3;2;0;0;0;0;0;0;0;0;0;0;No
3478;28881;37;1;NE;I;401;13;22/05/2009;10;4;3;0;1;0;2;0;3;1;0;1;5;No
3479;28887;23;1;SE;A;380;14;17/11/2009;8;5;1;1;3;1;0;0;0;0;0;0;0;No
3480;28890;NA;0;NE;S;125;3;07/05/2013;6;1;0;0;0;0;0;1;0;0;0;0;1;No
3481;28892;46;0;NE;J;123;9;11/05/2010;18;2;1;2;2;0;0;0;0;1;0;0;1;No
3482;28909;26;0;SW;N;178;13;16/09/2009;20;5;1;2;0;2;0;0;0;0;0;0;0;No
3483;28919;23;0;SE;A;90;2;26/03/2014;2;1;0;0;0;0;0;0;0;0;0;0;0;No
3484;28932;25;0;NE;D;165;4;25/03/2013;14;3;1;0;0;0;0;0;0;0;0;0;0;No
3485;28950;61;1;SW;M;196;2;06/03/2013;14;1;0;0;1;0;0;1;0;0;0;0;1;No
3486;28954;38;0;SW;G;219;6;03/01/2013;12;4;0;0;1;0;0;1;0;2;0;1;4;No
3487;28959;17;0;SW;M;416;15;07/05/2008;10;4;2;0;1;1;3;1;1;0;0;1;3;No
3488;28965;40;0;SW;N;212;12;15/05/2012;8;5;2;0;1;0;0;0;0;1;0;1;2;No
3489;28967;66;0;SW;H;360;13;03/03/2008;30;4;1;2;3;0;1;0;1;0;0;0;1;No
